bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,lat,long,sqft_living15,sqft_lot15,house_age,has_renovation
4,3.5,4170,4524,2.0,0,0,3,9,670,47.7726,-122.162,3510,5001,8,0
4,2.5,3400,4840,2.0,0,0,3,10,210,47.5066,-122.146,3400,5710,9,0
5,3.0,4290,17100,1.0,0,3,3,9,1810,47.5473,-122.211,3550,16988,43,1
3,2.25,1450,13439,1.0,0,0,4,7,270,47.2811,-122.299,1520,12348,52,0
4,2.25,3010,10925,2.0,0,0,4,9,0,47.3326,-122.201,2690,10925,27,0
4,2.25,2000,3800,2.0,0,0,3,8,0,47.6852,-122.311,1610,3800,14,0
5,3.25,3080,13394,1.0,0,2,4,9,850,47.6651,-122.19,2810,10720,47,0
4,3.0,4260,18687,2.0,0,0,3,11,0,47.5874,-121.982,3490,16772,19,0
3,2.0,1690,9516,1.0,0,0,3,7,0,47.2132,-122.001,1850,9516,18,0
2,2.0,2010,3797,1.5,0,0,3,7,560,47.5596,-122.315,1660,4650,93,1
2,1.0,900,5220,1.0,0,0,4,6,0,47.5105,-122.387,1480,6660,59,0
3,2.25,1470,9140,2.0,0,2,3,7,0,47.7162,-122.349,1400,8204,33,0
3,2.5,2590,21494,2.0,0,0,4,8,0,47.6139,-122.061,2590,10720,24,0
3,2.75,2950,6667,2.0,0,0,3,9,0,47.5577,-122.026,3340,6667,12,0
1,2.5,1980,7521,1.0,0,0,4,7,800,47.4343,-122.192,1980,8000,36,0
3,1.75,1770,10513,1.0,0,0,4,7,370,47.7726,-122.266,2070,9968,33,0
3,1.75,1580,8775,1.0,0,0,3,6,360,47.4845,-122.335,1180,8775,73,0
4,1.75,2410,8400,1.0,0,0,3,7,810,47.7341,-122.2,1850,8400,37,0
2,1.0,890,6380,1.0,0,0,3,6,0,47.691,-122.303,990,6380,64,0
3,2.5,2340,5957,2.0,0,0,3,8,0,47.7347,-122.236,2340,6604,20,0
3,1.75,1640,47044,1.0,0,0,3,7,0,47.654,-121.94,2280,200811,26,0
3,2.75,3890,7216,2.0,0,1,3,8,630,47.5445,-122.266,2490,9920,48,1
3,2.5,1980,2975,3.0,0,2,3,8,0,47.6294,-122.344,1980,3144,22,0
2,1.0,830,2699,1.0,0,0,3,7,0,47.3839,-122.038,1030,3574,19,0
2,1.0,1280,12086,1.0,0,0,3,7,430,47.634,-122.033,1280,10452,32,0
3,2.5,2740,11872,2.0,0,0,3,9,0,47.3076,-122.395,2570,10377,25,0
4,3.5,3828,18900,2.5,0,0,3,9,0,47.2851,-122.277,2120,18900,1,0
2,2.25,1300,2104,2.0,0,0,3,8,290,47.5477,-122.388,1430,1850,4,0
4,2.75,2640,7500,1.0,0,0,3,8,1020,47.3135,-122.369,1980,7875,48,0
4,1.75,4060,4000,2.0,0,3,3,10,1170,47.6375,-122.389,1860,4000,62,1
4,1.0,1330,2400,1.5,0,0,4,6,0,47.65,-122.34,1330,4400,114,0
4,2.0,2030,9600,1.5,0,0,3,6,600,47.4459,-122.272,1820,14600,68,0
3,1.75,1510,8400,1.0,0,0,2,7,530,47.4476,-121.771,1500,10125,36,0
4,2.0,1850,8827,1.0,0,0,3,7,0,47.7406,-122.313,1310,6901,46,0
3,2.5,3380,7074,2.0,0,0,3,8,1180,47.7462,-121.978,2060,6548,16,0
2,1.0,700,4700,1.0,0,0,5,5,0,47.4953,-122.169,960,5200,62,0
5,2.5,1900,7843,2.0,0,0,5,7,0,47.6273,-122.123,1900,7350,49,0
4,2.75,3190,10970,2.0,0,0,3,10,0,47.5862,-122.029,2850,8416,21,0
5,3.5,3250,4800,2.0,0,0,3,9,840,47.5618,-122.362,1330,4920,5,0
3,2.0,1110,8375,1.0,0,0,5,7,0,47.6978,-122.297,1410,7734,64,0
3,2.5,1480,1171,3.0,0,0,3,8,0,47.62,-122.3,1480,1231,9,0
5,2.75,2740,8426,1.0,0,0,4,8,1370,47.5563,-122.184,2020,8783,55,0
5,2.5,2090,4698,2.0,0,0,3,7,0,47.3538,-122.025,2070,4698,17,0
5,3.25,2850,4551,2.0,0,0,3,8,480,47.4916,-122.144,2850,4849,9,0
6,2.0,3560,5120,2.5,0,2,3,9,0,47.6056,-122.311,2130,5120,115,0
3,1.5,1540,3570,1.5,0,0,5,7,50,47.6692,-122.325,1620,4080,85,0
3,2.0,1800,12440,1.0,0,0,3,8,580,47.6254,-122.05,2460,12352,37,0
2,1.5,1800,4144,1.0,0,4,4,7,900,47.5934,-122.39,2090,4173,53,0
3,2.0,1300,3731,1.0,0,0,3,7,400,47.5374,-122.27,1300,3731,22,0
4,3.75,3790,7200,2.0,0,0,3,10,1260,47.6264,-122.289,3250,7200,84,0
3,1.0,970,9130,1.0,0,0,3,6,0,47.4369,-122.272,1000,8886,58,0
4,1.5,3390,6200,2.0,0,0,4,8,860,47.58,-122.29,3080,6000,99,0
4,1.0,1480,3750,1.5,0,0,4,7,0,47.6737,-122.354,1570,3750,103,0
3,2.25,2510,12013,2.0,0,0,3,8,0,47.3473,-122.314,1870,8017,27,0
5,3.25,2590,11500,1.0,0,2,4,9,0,47.545,-122.229,2780,11989,47,0
3,1.75,1590,9417,1.0,0,0,4,7,0,47.7617,-122.36,1600,9272,61,0
3,2.5,1850,7777,2.0,0,0,5,8,0,47.6908,-122.169,1850,8482,26,0
3,2.25,1570,7200,2.0,0,0,3,8,0,47.7332,-122.232,1620,7318,24,0
3,1.0,1310,8400,1.0,0,0,3,7,0,47.7253,-122.197,1680,8000,43,1
3,1.5,910,25500,1.0,0,0,3,5,0,47.4565,-122.276,1580,10019,72,0
3,2.25,2280,8765,2.0,0,0,3,8,0,47.4419,-122.133,1920,8265,38,0
2,0.75,1392,43710,1.5,0,0,4,7,0,47.4491,-122.453,1640,99316,37,0
2,1.0,870,7975,1.0,0,2,3,7,0,47.6698,-122.361,1080,5722,69,0
4,2.5,1820,7575,1.0,0,0,3,7,600,47.4339,-122.167,1840,7650,40,0
2,1.0,1650,9780,1.0,0,0,3,7,700,47.6549,-122.394,1650,5458,72,0
1,1.5,1030,5923,1.0,0,0,3,8,0,47.6653,-122.305,2650,5000,75,0
5,3.0,2710,4200,2.0,0,0,3,7,820,47.6754,-122.307,2150,4200,96,1
4,1.0,1070,7467,1.5,0,0,3,7,0,47.4942,-122.235,1160,7467,71,0
4,2.0,1440,7680,1.0,0,0,3,7,240,47.7245,-122.2,1460,9660,44,0
5,1.75,3380,20021,1.0,0,0,4,8,1690,47.6395,-122.211,3260,19809,52,0
2,1.0,1640,5200,1.0,0,0,4,7,600,47.6426,-122.403,1780,5040,78,0
2,1.0,1010,14244,1.0,1,4,1,5,0,47.5476,-122.399,1820,15792,89,0
3,2.25,1390,6004,2.0,0,0,3,8,0,47.3536,-122.047,1630,6397,22,0
3,1.75,1460,4000,1.0,0,2,4,7,730,47.5768,-122.307,1360,4000,86,0
3,2.0,1220,17652,1.0,0,0,4,7,0,47.4712,-122.1,1990,17652,35,0
3,2.5,1540,1326,3.0,0,0,3,8,150,47.6457,-122.374,1680,1592,20,0
3,1.5,1340,7725,1.0,0,0,4,8,0,47.5389,-122.173,1990,7725,48,0
4,1.75,1650,7088,1.0,0,0,3,8,0,47.5688,-122.087,1850,7523,42,0
4,2.5,2020,6236,2.0,0,0,3,7,0,47.2796,-122.247,1940,5076,13,0
4,1.75,1800,4180,2.0,0,3,4,8,0,47.6462,-122.318,2180,4620,94,0
4,2.5,1690,7260,1.0,0,0,3,7,610,47.3001,-122.368,1690,7700,36,0
4,2.5,2090,6926,2.0,0,0,3,8,0,47.6339,-122.022,2000,7151,25,0
4,2.5,2598,5553,2.0,0,0,3,9,0,47.3412,-122.178,2502,4900,1,0
6,3.0,2580,8064,1.5,0,0,3,7,700,47.5549,-122.287,1510,6084,102,0
4,2.25,1770,5236,2.0,0,0,3,7,0,47.5137,-122.189,2470,5064,8,0
3,1.0,910,6630,1.0,0,0,4,6,0,47.6947,-122.346,950,5100,103,0
3,2.25,1460,5818,1.0,0,0,3,7,320,47.3113,-122.358,1490,6031,29,0
4,2.5,2640,3899,2.0,0,0,3,7,0,47.754,-122.217,2460,4057,15,0
3,1.5,2100,10000,1.0,0,0,4,7,0,47.4222,-122.331,1300,7500,61,0
2,1.0,1260,4800,1.0,0,0,3,6,160,47.5196,-122.376,1260,2435,68,0
4,2.5,2120,13780,2.0,0,0,3,8,0,47.4987,-122.365,1880,12000,22,0
4,4.0,4168,8485,2.0,0,0,3,10,946,47.3029,-122.387,4362,8100,8,0
2,1.0,990,2446,2.0,0,0,3,7,0,47.5919,-122.297,1260,2805,17,0
3,1.75,2040,273556,1.0,0,0,3,7,0,47.4361,-122.469,1790,273556,18,0
2,2.5,1590,2656,2.0,0,0,3,7,370,47.5489,-122.364,1590,2306,6,0
4,2.0,2180,8800,1.0,0,0,5,7,1010,47.3676,-122.046,1630,8800,38,0
3,1.5,1320,7201,1.0,0,0,3,7,0,47.7126,-122.211,1380,7201,44,0
3,3.5,1810,1846,2.0,0,0,4,8,370,47.607,-122.305,1480,3600,6,0
5,1.0,1880,3774,1.5,0,0,3,6,520,47.566,-122.37,1420,2550,98,0
4,1.75,1720,7200,1.0,0,0,3,7,500,47.306,-122.375,1790,7200,41,0
3,2.5,2330,1987,2.0,0,4,3,9,920,47.6735,-122.405,2640,5250,11,0
3,2.0,1630,7599,1.0,0,0,3,10,0,47.6981,-122.376,2030,7599,9,0
2,1.0,810,4800,1.0,0,0,3,7,0,47.5232,-122.375,1240,7740,67,0
4,2.5,1770,5000,2.0,0,0,3,7,0,47.3503,-122.005,2080,5100,11,0
3,1.75,2070,5500,1.0,0,0,4,7,940,47.6733,-122.301,1800,4400,69,0
2,1.0,1390,3600,1.0,0,0,4,7,380,47.6422,-122.36,1590,3600,102,0
4,1.0,1340,8400,1.0,0,0,5,7,0,47.3313,-122.343,1120,8400,49,0
2,1.0,1070,5824,1.0,0,2,5,7,0,47.507,-122.242,2090,7980,66,0
3,1.0,990,10723,1.0,0,0,5,7,0,47.4887,-122.133,1460,10723,55,0
3,1.5,960,4600,1.0,0,0,3,6,0,47.6937,-122.213,2230,9350,71,0
4,2.75,3110,11225,2.0,0,0,3,8,0,47.4865,-122.143,2610,8535,3,0
5,2.0,2130,8412,1.0,0,0,3,7,690,47.7403,-122.318,2310,7474,69,1
3,1.0,1320,7341,1.0,0,0,3,7,0,47.7367,-122.295,1160,7573,33,0
4,2.5,2927,12171,2.0,0,0,3,10,0,47.5948,-121.983,2967,12166,17,0
3,1.5,1190,8100,1.0,0,0,3,7,360,47.7146,-122.311,1256,8100,68,0
4,2.5,1710,9627,1.0,0,0,3,9,270,47.559,-122.164,2140,9131,39,1
3,1.5,1400,1091,3.0,0,0,3,8,0,47.6989,-122.317,1270,1413,8,0
3,1.75,1290,4811,1.0,0,0,3,7,0,47.3912,-122.234,1310,4811,19,0
3,1.0,960,8556,1.0,0,0,3,7,0,47.7245,-122.22,1320,7528,44,0
3,1.5,1350,7800,1.0,0,0,3,7,0,47.4805,-122.158,1510,8040,56,0
4,2.5,2300,10843,2.0,0,0,5,8,0,47.6988,-122.202,1780,10843,60,0
4,3.5,4300,8406,2.0,0,1,3,11,720,47.5396,-122.214,2770,10006,28,0
2,1.0,860,6600,1.0,0,0,5,6,0,47.4878,-122.324,1030,6732,66,0
4,2.5,2370,9601,1.0,0,0,3,8,800,47.5327,-122.054,2550,10500,39,0
3,2.25,1936,9495,1.0,0,0,3,8,0,47.3714,-122.197,1410,12770,2,0
3,2.25,1790,11393,1.0,0,0,3,8,0,47.6297,-122.099,2290,11894,37,0
5,4.5,4000,6713,2.0,0,0,3,9,0,47.5254,-121.886,3690,6600,0,0
3,2.25,1280,1520,2.0,0,0,3,8,200,47.6651,-122.368,1280,1681,7,0
3,1.0,1030,4583,1.0,0,0,3,7,0,47.4231,-122.329,1730,8023,48,0
3,1.0,920,4875,1.0,0,0,5,6,0,47.3648,-122.081,960,5200,46,0
3,2.25,1580,8659,1.0,0,0,4,7,360,47.7599,-122.215,1970,9650,54,0
3,1.0,1380,7282,1.5,0,0,5,6,0,47.3006,-122.223,860,4826,100,0
3,1.0,1350,4800,1.5,0,0,3,7,0,47.5749,-122.412,1360,4800,87,0
3,2.5,2650,12247,2.0,0,0,3,9,0,47.3185,-122.259,2920,8965,13,0
2,1.0,1100,4200,1.0,0,0,3,7,0,47.5312,-122.392,1240,4000,61,0
2,2.0,2640,13939,1.0,0,1,5,8,1000,47.5647,-122.165,2880,14810,52,0
3,2.0,1010,12252,1.0,0,0,3,8,0,47.6224,-122.045,1840,11497,35,0
6,3.0,3300,4218,2.0,0,0,3,8,1100,47.6557,-122.344,1420,4218,45,0
5,2.5,2510,10240,1.0,0,0,4,8,1100,47.4732,-122.141,2170,10500,31,0
5,3.5,3220,8000,2.0,0,0,3,9,320,47.6834,-122.2,2100,9680,7,0
3,2.0,1250,1306,3.0,0,0,3,7,0,47.6705,-122.39,1320,1306,15,0
2,1.5,1360,1898,2.0,0,0,3,7,0,47.2852,-122.19,1360,1898,37,0
3,2.5,1840,2875,2.0,0,0,4,7,0,47.562,-122.393,1240,5750,18,0
3,1.5,1040,1264,2.0,0,0,3,9,140,47.5951,-122.301,1350,3000,0,0
3,1.5,1470,7200,2.0,0,0,4,7,0,47.5602,-122.28,1530,7200,108,0
3,1.0,2150,8480,1.0,0,0,3,8,540,47.6996,-122.308,1620,5203,64,0
3,2.0,1170,3868,1.5,0,0,4,7,0,47.5543,-122.29,1400,3800,90,0
3,1.0,1500,3920,1.0,0,0,3,7,500,47.6718,-122.359,1640,4017,68,0
3,2.5,1970,4058,2.0,0,0,3,7,0,47.5308,-121.853,2340,4067,11,0
3,1.0,1660,7210,1.0,0,0,3,7,560,47.3394,-122.281,1660,7245,52,0
3,2.0,1610,4160,1.0,0,0,4,7,600,47.5421,-122.388,1040,4400,98,0
3,1.0,950,6951,1.0,0,0,4,7,0,47.7263,-122.3,1410,7200,65,0
2,1.0,1410,5101,1.5,0,0,3,8,0,47.6872,-122.333,1410,4224,88,0
4,3.25,3830,10005,2.0,0,0,3,10,0,47.5953,-122.039,2555,5204,14,0
4,2.5,2641,8615,2.0,0,0,3,7,0,47.4038,-122.213,2641,8091,17,0
3,1.0,840,8400,1.0,0,0,3,6,0,47.3281,-122.344,1030,8640,56,0
3,1.75,1610,6480,1.0,0,0,4,7,0,47.7137,-122.307,1230,8040,68,0
4,1.75,2600,11325,1.0,0,0,4,7,990,47.3954,-122.206,1720,11088,46,0
3,2.25,3100,11985,1.0,0,0,4,7,1310,47.3825,-122.31,1770,7954,52,0
3,1.5,1900,7584,1.0,0,0,5,7,0,47.5091,-122.19,1410,7584,53,0
3,2.0,2570,233481,1.5,0,0,4,8,0,47.4199,-122.034,2280,157687,29,0
5,3.0,2600,13674,1.0,0,0,5,8,1300,47.7176,-122.302,2150,7800,48,0
4,2.5,3430,10157,2.0,0,0,3,10,0,47.723,-122.158,3480,10157,15,0
3,1.0,1000,223462,1.0,0,2,4,6,0,47.2099,-122.043,1710,105850,82,0
3,2.0,1540,7947,1.0,0,0,3,7,420,47.7605,-122.217,1910,7950,54,0
7,5.5,6630,13782,2.0,0,0,3,10,1700,47.5399,-122.118,4470,8639,11,0
3,2.5,1650,2807,2.0,0,0,3,7,0,47.4328,-122.196,1460,1875,11,0
3,2.25,2070,7800,1.0,0,0,3,7,900,47.3431,-122.305,1570,8400,51,0
2,1.5,830,920,2.0,0,0,3,7,0,47.5998,-122.306,830,1200,10,0
4,2.0,2420,10735,1.5,0,0,3,7,0,47.6899,-122.122,1570,9540,48,0
3,2.75,3640,10300,1.0,0,0,4,9,1580,47.5612,-122.146,3110,10625,36,0
4,1.75,1660,3800,1.5,0,0,3,7,0,47.6883,-122.314,1660,3767,89,0
2,1.75,2870,102366,2.0,0,2,4,8,1100,47.4847,-122.0,2960,108900,21,0
5,3.0,2440,4750,1.0,0,0,3,9,990,47.5485,-122.302,1420,5940,9,0
4,2.0,1910,10200,1.0,0,0,4,7,0,47.4804,-122.133,1820,15600,52,0
3,2.5,2410,17424,1.0,0,0,3,7,780,47.3741,-122.218,1530,11761,37,0
4,1.75,1740,12204,1.0,0,0,3,7,470,47.7675,-122.277,2190,12204,54,0
3,2.0,1790,7879,1.5,0,0,3,7,0,47.2634,-122.289,1790,7879,17,0
4,2.5,2170,204296,1.0,0,0,4,7,0,47.281,-121.933,1760,154202,35,0
5,4.0,5190,14600,2.0,0,1,3,11,0,47.6102,-122.225,3840,19250,2,0
4,2.5,2510,5258,2.0,0,0,3,7,0,47.4818,-122.188,2570,5119,14,0
3,1.75,1480,7500,1.0,0,0,4,7,0,47.4629,-122.187,1480,7500,47,0
2,2.0,1750,2731,2.0,0,0,3,8,0,47.5169,-121.878,1650,2731,3,0
3,1.75,1570,5120,1.0,0,2,3,7,590,47.7166,-122.365,2420,7200,68,0
3,1.0,1430,5960,1.5,0,0,4,7,0,47.562,-122.289,1140,3960,98,0
4,3.5,3510,9263,2.0,0,0,3,10,0,47.5413,-121.877,3690,10417,14,0
3,2.25,1620,10850,1.0,0,0,3,7,0,47.4437,-122.194,1910,10568,49,0
4,2.5,2420,18470,1.0,0,0,3,8,1500,47.6001,-122.176,2690,13800,47,0
2,0.5,580,6900,1.0,0,0,3,5,0,47.5135,-122.262,1570,5040,74,0
2,1.0,1220,75794,1.0,0,0,4,7,0,47.4219,-122.007,2010,98010,52,0
4,2.5,2230,5970,2.0,0,0,4,7,0,47.3745,-122.131,1970,4919,13,0
3,2.5,2270,100545,2.0,0,0,3,8,0,47.4815,-122.47,1277,100545,17,0
4,2.5,2490,11650,1.0,0,0,3,7,1100,47.4416,-122.332,2010,10495,25,0
3,1.5,1080,9774,1.0,0,0,3,7,0,47.3155,-122.401,1190,9611,47,0
3,2.0,1380,8682,1.0,0,0,4,7,0,47.4238,-122.322,1410,10594,49,0
3,2.5,2090,3002,2.0,0,0,3,7,420,47.745,-121.984,2090,3163,10,0
3,1.75,1920,9306,1.0,0,0,3,7,920,47.3319,-122.267,1860,8458,31,0
3,2.25,1670,1396,2.0,0,0,3,9,420,47.6814,-122.288,1610,5191,0,0
4,1.0,2050,7590,1.0,0,0,3,7,770,47.4916,-122.224,2050,7800,58,0
5,2.0,2190,9072,1.0,0,0,5,7,1080,47.6696,-122.149,1660,8327,50,0
3,2.5,2510,5544,2.0,0,0,3,7,0,47.6903,-122.042,2660,5614,14,0
2,1.75,1330,7200,1.0,0,0,3,7,0,47.4467,-122.281,1450,11682,22,0
3,2.5,2070,3986,2.0,0,0,3,8,0,47.5348,-121.877,2090,3986,16,0
4,2.5,2910,6479,2.0,0,0,3,7,0,47.5402,-121.887,2320,5178,9,0
2,1.0,760,4000,1.0,0,0,4,6,0,47.5466,-122.304,1640,4500,65,0
3,2.5,3420,25150,1.0,0,0,4,10,1670,47.5706,-122.152,2900,19604,28,0
5,1.5,2520,5753,1.5,0,0,4,7,1010,47.2058,-121.997,1620,6875,87,0
3,1.0,1720,9605,1.0,0,0,3,7,860,47.7439,-122.242,1720,9998,46,0
3,1.0,1010,8906,1.0,0,0,5,7,0,47.3627,-122.108,1150,10414,47,0
2,2.0,1510,5133,1.5,0,0,3,7,0,47.6415,-122.401,1470,6000,76,0
3,2.25,1640,7200,2.0,0,0,4,8,0,47.5948,-122.153,1830,8372,30,0
4,2.5,2040,21781,2.0,0,0,3,8,0,47.6458,-121.904,2410,21781,21,0
4,2.25,1740,10875,1.0,0,0,3,8,0,47.5132,-122.157,1680,10701,48,0
4,2.5,2300,7707,2.0,0,0,3,8,0,47.3497,-122.044,2320,6035,11,0
3,1.0,1640,6516,1.5,0,0,4,7,200,47.6693,-122.339,1770,4000,80,0
3,2.5,2810,7700,2.0,0,0,3,9,0,47.5464,-122.191,2910,8250,14,0
4,1.75,2150,9148,1.0,0,0,4,7,0,47.5828,-122.197,2370,9148,60,0
3,2.5,1800,2731,2.0,0,0,3,8,0,47.5342,-121.841,1800,3265,1,0
3,1.75,1560,104108,1.0,0,0,3,7,310,47.4016,-122.131,2000,110957,45,0
3,1.5,1330,1265,2.0,0,0,3,8,190,47.5773,-122.409,1330,1264,7,0
2,2.0,1405,1073,2.0,0,0,3,8,265,47.612,-122.295,1405,3000,8,0
4,3.0,3380,16133,1.0,0,1,3,8,1050,47.5501,-122.261,2500,11100,56,0
2,2.5,1100,1760,3.0,0,0,3,7,0,47.6972,-122.35,1200,1415,18,0
3,2.5,1610,6600,2.0,0,0,3,7,0,47.2827,-122.302,1660,7689,21,0
3,2.5,2320,15024,2.0,0,0,3,8,0,47.4829,-121.766,2300,15145,25,0
4,2.0,1610,5000,2.0,0,0,5,7,0,47.6775,-122.398,1300,4950,69,0
3,3.25,1460,1367,3.0,0,0,3,8,0,47.6485,-122.334,1310,1191,7,0
3,2.0,1250,8636,1.0,0,0,5,7,0,47.5066,-122.159,1620,7653,47,0
4,2.75,2600,2750,1.5,0,0,3,7,980,47.6413,-122.357,1960,3705,79,0
3,2.5,2140,9492,2.0,0,0,3,8,0,47.3289,-122.204,2180,9184,21,0
4,1.75,1730,11890,1.0,0,0,2,7,750,47.5979,-122.194,2100,12325,60,0
4,2.5,2130,4496,2.0,0,0,3,7,0,47.3041,-122.28,3220,5400,11,0
5,1.75,1910,9720,1.0,0,0,4,7,520,47.5772,-122.159,1750,9720,60,0
2,1.75,1180,5000,1.0,0,0,2,7,300,47.6749,-122.398,1470,5000,90,0
4,2.0,1520,7983,1.0,0,0,5,7,0,47.7357,-122.193,1520,7783,48,0
3,2.5,1750,4797,2.0,0,0,4,7,0,47.6954,-122.199,1750,4293,24,0
4,2.25,2090,7400,1.0,0,0,3,9,420,47.3178,-122.38,2260,8000,42,0
6,3.5,2580,13572,1.0,0,0,3,8,1290,47.6796,-122.113,2020,11656,28,0
3,2.5,2760,9471,1.0,0,2,3,8,1000,47.676,-122.272,3040,6765,59,0
4,2.75,2656,21195,2.0,0,0,3,9,0,47.3162,-122.272,1860,16510,1,0
3,1.5,1390,9680,1.0,0,0,4,7,0,47.634,-122.125,1460,10050,59,0
3,2.5,1880,7000,2.0,0,0,3,8,0,47.4206,-122.184,1880,7000,22,0
3,1.0,1640,6180,1.0,0,0,4,7,0,47.5682,-122.284,1540,6180,69,0
4,2.5,1990,6671,2.0,0,0,3,7,0,47.3078,-122.358,1862,6566,26,0
3,2.5,2280,2296,3.0,0,0,3,9,390,47.6256,-122.299,1390,4000,2,0
3,1.75,1760,12874,1.0,0,0,4,7,530,47.5906,-122.167,1950,10240,48,0
4,2.5,2181,5521,2.0,0,0,3,8,0,47.3503,-122.291,2333,5143,9,0
2,2.5,1620,3196,2.0,0,0,3,8,0,47.5167,-121.878,1750,2828,7,0
4,2.5,2990,9643,2.0,0,0,3,9,0,47.6292,-122.024,2990,8666,12,0
4,2.75,2450,14803,2.0,0,0,4,9,0,47.5261,-122.162,2330,14803,27,0
2,1.0,1250,5880,1.0,0,0,3,6,350,47.6908,-122.391,1520,5020,67,0
5,3.5,2440,10200,2.0,0,0,4,7,0,47.5814,-122.003,2000,10568,41,0
3,2.25,2380,6000,2.0,0,0,5,9,730,47.6472,-122.393,2000,6000,84,0
4,2.5,2150,3600,2.0,0,0,3,7,0,47.3658,-122.019,2220,3915,5,0
3,2.25,1180,9630,2.0,0,0,3,7,0,47.7352,-122.232,2660,5979,29,0
4,3.5,2690,5564,2.0,0,0,3,7,0,47.3537,-122.018,2210,4046,8,0
2,0.75,840,49658,1.0,0,0,2,6,0,47.4727,-122.292,1240,11000,67,0
4,2.25,2230,8440,2.0,0,0,4,8,0,47.7558,-122.217,2160,9412,47,0
3,2.0,1220,6404,1.0,0,0,3,7,0,47.3523,-122.059,1570,7000,21,0
4,2.5,4120,14866,1.0,1,4,3,8,2050,47.5571,-122.193,3620,19729,50,0
5,2.5,2340,7200,1.0,0,0,3,7,1040,47.7206,-122.211,1930,7221,40,0
4,2.5,1904,8200,2.0,0,0,5,7,0,47.3107,-122.001,1560,12426,16,0
3,1.5,1830,12233,1.5,0,0,4,5,0,47.2057,-122.003,1520,12233,85,0
4,2.25,2120,9921,2.0,0,0,3,8,0,47.5593,-122.082,1890,7845,34,0
4,1.75,1860,9112,1.0,0,0,4,7,750,47.3792,-122.282,1570,9112,52,0
4,2.75,3430,13907,2.0,0,0,3,11,0,47.5879,-121.993,3250,13851,20,0
5,1.75,1710,11900,1.0,0,0,3,7,640,47.506,-122.365,1030,10360,57,0
5,1.75,1880,10000,1.0,0,0,3,7,920,47.7182,-122.201,1580,10000,52,0
5,3.25,2590,6180,1.0,0,0,3,7,1260,47.551,-122.272,1560,6180,55,0
3,2.5,2390,6441,2.0,0,0,3,7,0,47.3659,-122.029,2180,7346,13,0
3,2.0,1540,67756,1.0,0,0,3,7,0,47.721,-122.078,2060,67756,115,1
4,2.25,1810,7601,1.0,0,0,3,7,730,47.2857,-122.358,1570,7601,29,0
3,1.75,1810,10625,1.0,0,0,3,8,440,47.5322,-122.049,2140,10922,42,0
3,1.75,1010,5355,1.0,0,0,3,6,0,47.5202,-122.351,750,4515,65,0
2,1.0,1190,27007,1.0,0,0,4,5,0,47.524,-122.04,1730,12632,105,0
3,2.0,1530,3400,1.0,0,0,3,7,540,47.6204,-122.296,1880,4212,108,1
4,2.5,1810,6509,2.0,0,0,3,7,0,47.3531,-122.143,1760,7417,21,0
4,2.5,2200,3141,2.0,0,0,3,7,140,47.5726,-122.305,1660,3175,21,0
5,6.25,8020,21738,2.0,0,0,3,11,0,47.5675,-122.189,4160,18969,14,0
3,1.75,1330,6301,1.0,0,0,3,7,0,47.3411,-122.219,1330,6144,17,0
3,1.5,1180,7000,1.0,0,0,4,7,0,47.2959,-122.373,1630,7500,38,0
3,2.5,1600,2042,2.0,0,0,3,8,0,47.5341,-122.067,1445,1370,10,0
4,2.5,2800,5900,1.0,0,0,3,8,1140,47.6809,-122.286,2580,5900,52,0
3,1.0,1500,6600,1.0,0,0,2,6,0,47.4845,-122.33,1730,6600,45,0
4,2.25,1930,8338,1.0,0,0,3,8,0,47.7026,-122.285,2280,7616,47,0
3,2.5,1860,43170,2.0,0,0,3,8,0,47.7712,-122.136,2270,40835,29,0
4,2.5,3400,247421,2.0,0,0,3,9,0,47.3623,-121.971,3180,222156,14,0
4,2.25,2850,7453,2.0,0,0,3,9,0,47.7439,-122.174,2700,8468,24,0
4,2.5,2810,7549,2.0,0,0,3,9,0,47.7441,-122.173,2750,7642,23,0
3,2.25,2170,15000,2.0,0,0,4,8,0,47.3863,-122.158,2430,14256,37,0
3,1.75,1070,6315,1.0,0,0,3,7,0,47.2803,-122.356,1520,5707,23,0
4,2.5,2710,6583,2.0,0,0,3,9,0,47.4922,-122.141,2710,6583,12,0
3,1.75,1560,5223,1.0,0,0,4,7,750,47.7175,-122.288,1440,8491,75,0
3,2.5,2490,23891,2.0,0,0,3,9,0,47.6716,-122.029,2900,34705,22,0
4,2.0,3090,87120,1.0,0,0,4,7,1500,47.7275,-122.122,2560,88426,41,0
4,2.5,2550,7312,2.0,0,0,3,9,0,47.6441,-122.113,2330,7480,27,0
5,2.75,2790,4807,1.5,0,0,4,7,650,47.3098,-122.223,1056,4807,66,0
4,2.5,2240,3712,2.0,0,0,3,8,0,47.3551,-122.061,2530,4315,1,0
3,1.75,1340,13115,1.0,0,0,3,7,0,47.5021,-121.77,1370,10800,37,0
3,1.75,1330,10523,1.0,0,0,3,7,330,47.4605,-122.206,1320,8775,34,0
3,1.5,1320,2625,2.0,0,0,3,7,0,47.7316,-122.338,1230,5250,29,0
3,1.75,2240,78225,2.0,0,0,5,8,0,47.4638,-122.484,2030,202554,39,0
3,2.5,2150,7484,2.0,0,0,3,8,0,47.6191,-122.043,2150,6879,27,0
